"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION","HALLMARK_OXIDATIVE_PHOSPHORYLATION",180,-0.45116125007198,-2.27510361156788,9.5555393114274e-11,3.61009242668551e-09,2.50806421222362e-09,1197,"tags=57%, list=35%, signal=39%","Cox17/Atp6v0c/Mdh1/Aifm1/Retsat/Cs/Cox7b/Gm10053/Ndufv1/Ndufs2/Surf1/Lrpprc/Pdk4/Tomm70a/Timm50/Hspa9/Sdhd/Ndufab1/Mrpl15/Ndufa2/Slc25a20/Ndufa5/Ndufb3/Grpel1/Ndufa9/Timm13/Cox6b1/Mrpl34/Idh3b/Atp6v0b/Ndufa3/Uqcrh/Pdhb/Atp6v1c1/Ndufb2/Uqcrb/Phyh/Cyb5a/Mrps15/Sdhc/Prdx3/Ndufs6/Suclg1/Timm17a/Atp1b1/Ndufa7/Ndufs8/Dlst/Vdac2/Ndufa4/Atp6v1f/Ndufa6/Uqcr11/Slc25a11/Mtx2/Cox7c/Mgst3/Sucla2/Mdh2/Bax/Ndufa8/Uqcr10/Vdac3/Ndufa1/Tomm22/Ndufb6/Opa1/Atp6v1g1/Mrps11/Ndufs3/Ndufc1/Mrps22/Cpt1a/Ndufb7/Mpc1/Alas1/Slc25a12/Nqo2/Atp6v1d/Vdac1/Ndufc2/Idh3a/Slc25a4/Hccs/Uqcrq/Cox15/Atp6v1h/Afg3l2/Nnt/Timm10/Timm8b/Ndufs4/Mrpl35/Atp6v1e1/Cox5b/Cox11/Mrpl11/Mrps12/Pdhx/Atp6ap1/Abcb7/Cox10"
"HALLMARK_INTERFERON_GAMMA_RESPONSE","HALLMARK_INTERFERON_GAMMA_RESPONSE",164,0.467086312989672,2.2696372699459,1.4440369706742e-10,3.61009242668551e-09,2.50806421222362e-09,965,"tags=55%, list=28%, signal=41%","Rnf213/Tnfsf10/Cfh/Psmb8/Samhd1/Herc6/Parp14/Il15ra/Sp110/Isg20/C1s1/Zbp1/Ifitm2/Tap1/Il18bp/Rnf31/Rtp4/Fgl2/Helz2/Ifih1/Ifit2/Nfkb1/Myd88/Oas2/Adar/Cd274/Ly6e/Cmklr1/H2-Aa/Gbp3/Cd74/Cd86/Serping1/Vcam1/Lysmd2/Ifi44/Parp12/Ptpn6/Cxcl9/Il4ra/Epsti1/Nlrc5/Cmpk2/Icam1/Ddx60/Usp18/Irf4/Casp3/Il2rb/Tnfaip6/Slamf7/Ncoa3/Irf5/Pfkp/St8sia4/Trim21/P2ry14/Ptpn1/Dhx58/Slc25a28/Selp/Tnfaip2/Stat2/Pde4b/Pml/Irf2/H2-DMa/Irf9/Rsad2/Nfkbia/Ccl5/Irf1/Ifi35/Samd9l/Ifi30/Psme1/B2m/Pla2g4a/Gch1/Sri/Casp4/Vamp5/Lcp2/Oas3/Trim25/Fcgr1/Trim26/Cmtr1/Psmb9/Znfx1"
"HALLMARK_INFLAMMATORY_RESPONSE","HALLMARK_INFLAMMATORY_RESPONSE",134,0.485010718418558,2.28765454108194,7.33881221863202e-10,1.223135369772e-08,8.49757204262655e-09,795,"tags=47%, list=23%, signal=37%","Stab1/Tnfsf10/Csf3r/Hbegf/Inhba/Slc7a2/Itgb8/P2rx7/Gpc3/Cd14/Il7r/Tlr2/Axl/Il15ra/Serpine1/Mmp14/Ifnar1/Edn1/Rtp4/Rela/Gpr183/C3ar1/Nfkb1/Sell/Tnfrsf1b/Itgb3/Ly6e/Cmklr1/Csf1/Gabbr1/Lpar1/Cd48/Ptger4/Cxcl9/Il18r1/Cybb/Il4ra/Slc31a2/Emp3/Icam1/Abca1/Rnf144b/Il2rb/Tnfaip6/Ptafr/Lck/Calcrl/Lyn/Gpr132/Pde4b/Timp1/Nfkbia/Ccl5/Clec5a/Scarf1/Itga5/Irf1/Slc7a1/Acvr1b/Atp2a2/Tlr1/Gnai3/Rhog"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION","HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",169,0.445261763156855,2.17509850985929,2.32351862768755e-09,2.90439828460944e-08,2.0177924924655e-08,843,"tags=47%, list=25%, signal=37%","Tgfbi/Mmp2/Abi3bp/Inhba/Itga2/Comp/Cdh11/Gja1/Bgn/Ecm2/Dcn/Lrp1/Serpine1/Fn1/Fbn1/Mmp14/Igfbp3/Spp1/Edil3/Slit3/Col1a2/Fbln1/Sfrp1/Efemp2/Mgp/Postn/Tgm2/Pcolce/Lama2/Itgb3/Tgfbr3/Lama3/Vcan/Col6a3/Plod2/Col12a1/Fmod/Pdlim4/Col8a2/Col6a2/Dab2/Capg/Col11a1/Vcam1/Col16a1/Wipf1/Emp3/Sgcd/Lamc1/Tnc/Mmp3/Notch2/Timp3/Cadm1/Sntb1/Eln/Col7a1/Adam12/Tpm2/Col5a2/Dpysl3/Pdgfrb/Col3a1/Vegfa/Ecm1/Timp1/Lum/Flna/Itga5/Rhob/Gem/Fstl1/Cd44/Fbln2/Pmp22/Mylk/Anpep/Bmp1/Fap/Myl9"
"HALLMARK_APICAL_JUNCTION","HALLMARK_APICAL_JUNCTION",149,0.438603152752757,2.10368441977924,9.43939286162644e-08,9.43939286162644e-07,6.55789398807732e-07,687,"tags=37%, list=20%, signal=31%","Vwf/Mmp9/Cadm3/Tgfbi/Pkd1/B4galt1/Mmp2/Itgb4/Itga2/Cdh11/Actc1/Atp1a3/Zyx/Fbn1/Thbs3/Cd209b/Cd34/Amigo2/Lima1/Shroom2/Sdc3/Plcg1/Acta1/Myh9/Cd274/Lama3/Vcan/Negr1/Itga9/Actn1/Rac2/Pard6g/Cd86/Vcam1/Tjp1/Col16a1/Mpzl2/Icam1/Evl/Egfr/Shc1/Ptprc/Adam23/Sorbs3/Actn3/Taok2/Tial1/Akt3/Speg/Cap1/Nfasc/Rhof/Sirpa/Actg1/Gnai2"
"HALLMARK_ALLOGRAFT_REJECTION","HALLMARK_ALLOGRAFT_REJECTION",131,0.450454021343504,2.11885583200731,1.3262651331743e-07,1.10522094431192e-06,7.67837708679859e-07,728,"tags=45%, list=21%, signal=37%","Mmp9/Stab1/Inhba/Ccr5/Pf4/Tlr2/Tap2/Fcgr2b/Cfp/Tap1/Itgb2/Was/Hdac9/Cxcl13/Srgn/H2-Aa/Hcls1/Csf1/Ccr2/Cd74/Capg/Cd86/Ptpn6/Cxcl9/Fgr/Ncf4/Il4ra/Ccr1/Ccnd3/Icam1/Gcnt1/Il2rg/Irf4/C2/Il2rb/Lck/Mrpl3/Ly86/Egfr/St8sia4/Ptprc/Map4k1/Ctss/Rps9/Lyn/Gpr65/Spi1/Ly75/Igsf6/Itgal/Ifngr1/Cd3g/Timp1/H2-DMa/Csk/Il12a/Ccl5/Npm1/Flna"
"HALLMARK_INTERFERON_ALPHA_RESPONSE","HALLMARK_INTERFERON_ALPHA_RESPONSE",83,0.514209128447431,2.23014431569212,1.75904343577939e-07,1.25645959698528e-06,8.72908772642406e-07,1009,"tags=63%, list=30%, signal=45%","Psmb8/Herc6/Parp14/Sp110/Isg20/Uba7/C1s1/Ifitm2/Tap1/Rnf31/Rtp4/Cnp/Helz2/Ifih1/Ifit2/Sell/Adar/Ly6e/Gbp3/Csf1/Cd74/Ifi44/Parp12/Il4ra/Epsti1/Cmpk2/Procr/Ddx60/Usp18/Trim21/Dhx58/Slc25a28/Stat2/Elf1/Irf2/Irf9/Rsad2/Irf1/Ifi35/Samd9l/Ifi30/Psme1/B2m/Nub1/Trim25/Trim26/Trim12c/Cmtr1/Psmb9/Isg15/Bst2/Mov10"
"HALLMARK_KRAS_SIGNALING_UP","HALLMARK_KRAS_SIGNALING_UP",163,0.389799730200748,1.89379325331913,3.57580343551187e-06,2.23487714719492e-05,1.55265149173542e-05,694,"tags=37%, list=20%, signal=31%","Mmp9/Ace/F13a1/Hbegf/Inhba/Itga2/Cfh/Psmb8/Tlr8/Il7r/Reln/Apod/Il33/Etv5/Kcnn4/Igfbp3/Spp1/Adam8/Gabra3/Gpnmb/Itgb2/C3ar1/Hsd11b1/Gfpt2/Hdac9/Tnfrsf1b/Slpi/Laptm5/Etv1/Ikzf1/Tmem100/Clec4a3/Nin/Cmklr1/Itgbl1/Avl9/Btc/Cidea/Mpzl2/Lat2/Cbl/Plvap/Aldh1a3/Il2rg/Lcp1/Plat/Dock2/Map4k1/Ctss/Mmp11/Sparcl1/Plau/Ano1/Fbxo4/Etv4/Il1rl2/Csf2ra/Aldh1a2/Mafb/Ptcd2/Sema3b"
"HALLMARK_MTORC1_SIGNALING","HALLMARK_MTORC1_SIGNALING",182,-0.371544601188474,-1.87522931359144,4.52431117856199e-06,2.51350621031222e-05,1.74622536716428e-05,1141,"tags=51%, list=34%, signal=35%","Aldoa/Ebp/Serpinh1/Prdx1/Tpi1/Ppia/Gtf2h1/Ddit3/Tcea1/Nmt1/Asns/Hmgcr/Hspa9/Ifrd1/Phgdh/Slc6a6/Skap2/Fads2/Cops5/Eef1e1/Actr3/Sord/Psme3/Map2k3/Hsp90b1/Rpa1/Stard4/Gla/Psmc2/Rdh11/Got1/Cct6a/Gsk3b/Sqstm1/Aurka/Mthfd2/Rit1/Btg2/Actr2/Slc1a4/Gbe1/Gga2/Pdap1/Hspa4/Idi1/Cyp51/Psmd12/Xbp1/Dhcr7/Gsr/Psmc4/Mllt11/Eif2s2/Psmd14/Nufip1/Trib3/P4ha1/Psmb5/Nfyc/Ppa1/Atp6v1d/Cdkn1a/Tm7sf2/Fkbp2/Arpc5l/Fdxr/Cacybp/Sec11a/Psmd13/Psma4/Psat1/Uso1/Dhcr24/Uchl5/Hk2/Slc37a4/Hmgcs1/Vldlr/Gmps/Dapp1/Sc5d/Pno1/Cyb5b/Ufm1/Psph/Canx/Rpn1/Glrx/Ykt6/Ppp1r15a/Pik3r3/Hspa5"
"HALLMARK_IL6_JAK_STAT3_SIGNALING","HALLMARK_IL6_JAK_STAT3_SIGNALING",66,0.462672305877503,1.89949541281764,0.000105207832674514,0.000526039163372569,0.000365458787185154,774,"tags=48%, list=23%, signal=38%","Lepr/Csf3r/Cntfr/Cd14/Pf4/Tlr2/Il15ra/Ifnar1/Myd88/Tnfrsf1b/Cxcl13/Itgb3/Il13ra1/Csf1/Cxcl9/Il18r1/Il4ra/Il17ra/Ccr1/Cbl/Il2rg/Cd9/Ptpn1/Il10rb/Stat2/Ifngr1/Csf2ra/Irf9/Irf1/Hmox1/Acvr1b/Cd44"
"HALLMARK_COAGULATION","HALLMARK_COAGULATION",99,0.403077911049774,1.79732417800673,0.000213533511941143,0.000970606872459742,0.000674316353498347,519,"tags=33%, list=15%, signal=29%","Vwf/Mmp9/Mmp2/Itga2/Comp/Cfh/C1qa/Pf4/Sh2b2/Dpp4/Lrp1/Ctsk/Serpine1/C1s1/Fn1/Fbn1/Mmp14/Cfd/Usp11/C3/Itgb3/Pros1/Serping1/Plek/Ctsh/Mmp3/C2/Cd9/Klf7/Plat/Timp3/Mmp11/Fyn"
"HALLMARK_PROTEIN_SECRETION","HALLMARK_PROTEIN_SECRETION",90,-0.404764572814041,-1.81537277976691,0.000237658056832376,0.000990241903468233,0.000687957532935825,979,"tags=46%, list=29%, signal=33%","Bet1/Napg/Ap3s1/Ap2b1/Napa/Igf2r/Rer1/Gla/Ap2s1/Tsg101/Rps6ka3/Stx12/Sgms1/Rab2a/Stam/Arfgef1/Atp1a1/Arcn1/Zw10/Ap1g1/Scamp1/Tmed10/Sspn/Arf1/Tpd52/Rab14/Scamp3/Arfgap3/Kif1b/Atp6v1h/Sec22b/Gosr2/Lman1/Cav2/Uso1/Krt18/Rab5a/Anp32e/Cln5/Ykt6/Dnm1l"
